url,is_remapped,remapped_url
http://0-www.westlaw.com.au.catalogue.sclqld.org.au/maf/wlau/app/document?docguid=I777469f331d211e69e0fd18d932f6e2c&tocDs=AUNZ_CASES_TOC&isTocNav=true&startChunk=1&endChunk=1,TRUE,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1974157206&pubNum=4840&originatingDoc=If9c3138088f011e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=9c3c83c321594dcdb2e5164bfdc1595e&contextData=(sc.Default)&comp=wlau
http://0-www.westlaw.com.au.catalogue.sclqld.org.au/maf/wlau/app/document?docguid=Ia13b4c9031d211e69e0fd18d932f6e2c&tocDs=AUNZ_CASES_TOC&isTocNav=true&startChunk=1&endChunk=1,TRUE,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1986183751&pubNum=4840&originatingDoc=I61d1260088f211e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=d1116493b8f84d0291a2c27e825b1fbc&contextData=(sc.Default)&comp=wlau
http://0-www.westlaw.com.au.catalogue.sclqld.org.au/maf/wlau/app/document?docguid=Iaf148eea9d6611e0a619d462427863b2&tocDs=AUNZ_CASES_TOC&isTocNav=true&startChunk=1&endChunk=1,TRUE,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2007427118&pubNum=3586&originatingDoc=If784dfa087b911e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=51270fd5128349ee83dcbf7b6f136828&contextData=(sc.Default)&comp=wlau
http://archive.sclqld.org.au/qjudgment/1994/QCA94-476.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1996/QCA96-256.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1996/QCA96-405.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1997/QCA97-441.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1997/QCA97-452.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1997/QCA97-460.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1997/QCA97-483.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1998/QCA98-064.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1998/QCA98-188.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1998/QCA98-393.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1999/QCA99-105.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/1999/QCA99-108.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2000/QCA00-211.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2000/QCA00-347.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2000/QCA00-393.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2001/QCA01-105.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2001/QCA01-183.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2001/QCA01-193.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2001/QCA01-272.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2001/QCA01-309.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2001/QCA01-390.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2002/QCA02-360.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2002/QCA02-442.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2003/QCA03-246.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2003/QCA03-356.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2003/QCA03-431.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2003/QCA03-567.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2004/QCA04-018.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2004/QCA04-099.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2004/QCA04-219.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2004/QCA04-393.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2004/QCA04-419.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2004/QCA04-481.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2005/QCA05-097.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2005/QCA05-103.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2005/QCA05-138.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2005/QCA05-369.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2006/QCA06-079.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2006/QCA06-080.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2006/QCA06-158.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2006/QCA06-162.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2006/QCA06-220.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2006/QCA06-244.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2006/QCA06-378.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2007/QCA07-066.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2007/QCA07-150.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2007/QCA07-161.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2007/QCA07-210.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2007/QCA07-219.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2007/QCA07-267.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2007/QCA07-383.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2008/QCA08-028.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2008/QCA08-145.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2008/QCA08-412.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2009/QCA09-028.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2009/QCA09-309.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2009/QCA09-332.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2009/QCA09-375.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2009/QDC09-061.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2010/QCA10-036.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2010/QCA10-117.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2010/QCA10-150.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2010/QCA10-194.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2010/QCA10-244.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2010/QCA10-342.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2010/QCA10-372.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2011/QCA11-019.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2011/QCA11-114.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2011/QCA11-123.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2011/QCA11-175.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2011/QCA11-339.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2011/QCA11-343.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2011/QCA11-386.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-080.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-082.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-104.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-111.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-124.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-167.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-244.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-248.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-330.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-337.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2012/QCA12-343.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2013/QCA13-052.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2013/QCA13-091.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2013/QCA13-163.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2013/QCA13-196.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2013/QCA13-223.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2013/QCA13-238.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2013/QCA13-246.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2013/QCA13-254.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2013/QCA13-342.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2014/QCA14-005.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2014/QCA14-104.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2014/QCA14-132.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2014/QCA14-164.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2014/QCA14-289.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2014/QCA14-299.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2015/QCA15-123.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2015/QCA15-167.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2016/QCA16-027.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2016/QCA16-044.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2016/QCA16-071.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2016/QCA16-123.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2016/QCA16-144.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2016/QCA16-248.pdf,FALSE,NA: SCLQLD
http://archive.sclqld.org.au/qjudgment/2016/QCA16-302.pdf,FALSE,NA: SCLQLD
https://1.next.westlaw.com/Browse/Home/InternationalMaterials/UnitedKingdom/UnitedKingdomCases/UnitedKingdomCasesCriminalAppealReports?transitionType=Default&contextData=(sc.Default),FALSE,NA: ThomsonReuters
http://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/2005/34.html?context=1;query=fingleton%20;mask_path=au/cases/cth/HCA,TRUE,https://jade.io/article/309
http://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/nsw/NSWCCA/2009/171.html,TRUE,https://jade.io/article/95895
http://www.judicialcollege.vic.edu.au/eManuals/CCB/index.htm,FALSE,UNMAPPED; Accessible
https://advance.lexis.com/document/onecase/?pdmfid=1201008&crid=b0c2e087-bbbe-4a94-8908-0f9766b3fa19&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A58Y4-73C1-JT42-S0MG-00000-00&pdcontentcomponentid=267694&pdteaserkey=cr5&pdicsfeatureid=1517127&pditab=allpods&ecomp=spqxk&earg=cr5&prid=9482d92b-3b70-4c55-a86b-2352e036172f,FALSE,NA: LexisNexis
http://www6.austlii.edu.au/cgi-bin/viewdoc/au/cases/vic/VSCA/2007/95.html?query=,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/07e298e6-6b9e-4750-8bf6-f163a41e3d9e/?context=1201008&identityprofileid=98NNDT55483,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/1cd22bce-85bb-4cd3-bbf2-7881cbe9ad44/?context=1201008&identityprofileid=98NNDT55483,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/23b59d72-0e95-4075-bfe3-9d60279ef059/?context=1201008&identityprofileid=98NNDT55483,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/35421119-b0cc-43c7-bd2c-85a44bc240ee/?context=1201008&identityprofileid=98NNDT55483,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/5fbfe429-3fb8-4a51-b7b9-5b8c4120476a/?context=1201008&identityprofileid=98NNDT55483,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/de1a8a6b-e927-4345-be83-116734932dcd/?context=1201008&identityprofileid=98NNDT55483,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/e07322c1-da01-48d3-a2d8-5474aafe1932/?context=1201008&identityprofileid=98NNDT55483,TRUE,https://jade.io/article/169523
https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/f0155cea-7dd1-4053-8111-945afeddce2f/?context=1201008&identityprofileid=98NNDT55483,FALSE,NA: LexisNexis
http://www7.austlii.edu.au/au/cases/vic/VicLawRp/1955/18.pdf,FALSE,UNMAPPED; Accessible
https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/documentlink/?pdmfid=1201008&crid=1d30bcdb-1ba8-44c3-a48d-9a6504faf7e7&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A65PS-2CC1-F4GK-M1FS-00000-00&pdcontentcomponentid=267708&pddoctitle=%5B2022%5D+QCA+108&pdproductcontenttypeid=urn%3Apct%3A170&pdiskwicview=false&ecomp=g2z2k&prid=4ebd1e4a-1e67-43e8-a783-1d707b2fe1e8,TRUE,https://jade.io/article/934435
https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/documentlink/?pdmfid=1201008&crid=63484259-083e-4e7b-8365-531bb41e393b&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A58YF-NCS1-FGCG-S17N-00000-00&pdcontentcomponentid=267689&pddoctitle=(1997)+143+ALR+498&pdproductcontenttypeid=urn%3Apct%3A170&pdiskwicview=false&ecomp=g2z2k&prid=5ad967e5-d383-4c1c-bd91-9caac7bbfe92,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/documentlink/?pdmfid=1201008&crid=6dcbd15a-dfa9-454b-89dc-15a90c80abdf&pddocfullpath=%2Fshared%2Fdocument%2Fanalytical-materials-au%2Furn%3AcontentItem%3A58Y3-T851-JXNB-635M-00000-00&pdpinpoint=CLQ.CC.CRIMCQ.S425&pdcontentcomponentid=600556&pddoctitle=%5Bs+425%5D&pdproductcontenttypeid=urn%3Apct%3A166&pdiskwicview=false&ecomp=k2z2k&prid=84260452-dc68-47b1-be74-90756564a8be,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/documentlink/?pdmfid=1201008&crid=a05403e8-bb4f-417f-82cd-7dfdc236022b&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5KN9-N9G1-F956-S520-00000-00&pdcontentcomponentid=267712&pddoctitle=%5B2016%5D+VSCA+100&pdproductcontenttypeid=urn%3Apct%3A170&pdiskwicview=false&ecomp=g2z2k&prid=b43cfc99-a914-414c-893d-a3e141041d9e,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/documentlink/?pdmfid=1201008&crid=ac3b899d-e19e-4098-af75-f746e5218e44&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5FH3-XY71-FBFS-S26G-00000-00&pdcontentcomponentid=267694&pddoctitle=(2014)+86+NSWLR+623&pdproductcontenttypeid=urn%3Apct%3A170&pdiskwicview=false&ecomp=g2z2k&prid=639a604f-965d-40ca-82e6-ab861e22c094,FALSE,NA: LexisNexis
https://1.next.westlaw.com/Link/Document/Blob/I23082FB0122211DDB3CBE2AC6B57B4D3.pdf?targetType=inline&originationContext=document&transitionType=DocumentImage&uniqueId=b4596cad-da81-4a1a-aa45-fb626256f467&contextData=(sc.DocLink),FALSE,NA: ThomsonReuters
https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/onecase/?pdmfid=1201008&crid=1a27d1b8-0f26-48f5-bff5-22b33b6e1358&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A58XY-4X31-FCCX-607P-00000-00&pdcontentcomponentid=267700&pdteaserkey=cr1&pdicsfeatureid=1517127&pditab=allpods&ecomp=hctpk&earg=cr1&prid=923aa83d-76e6-46a5-a77b-8e6836ca4804,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/onecase/?pdmfid=1201008&crid=3741599f-878a-4a8e-9b75-15ff42860063&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A58VX-8PJ1-FBV7-B00K-00000-00&pdcontentcomponentid=267712&pdteaserkey=cr2&pdicsfeatureid=1517127&pditab=allpods&ecomp=hctpk&earg=cr2&prid=0b32f778-7368-456f-9c19-f1f972cf4d2e,FALSE,NA: LexisNexis
https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/onecase/?pdmfid=1201008&crid=6577de97-34fb-449a-8548-3312c556ef55&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A58YW-YGJ1-JGPY-X00F-00000-00&pdcontentcomponentid=267689&pdteaserkey=cr2&pdicsfeatureid=1517127&pditab=allpods&ecomp=hwtpk&earg=cr2&prid=1398cf6c-65cd-4d4e-a44a-2e4c68b3287c,FALSE,NA: LexisNexis
https://1.next.westlaw.com/Link/Document/Blob/ICB9C3B50122011DDB3CBE2AC6B57B4D3.pdf?targetType=inline&originationContext=document&transitionType=DocumentImage&uniqueId=28af1949-a29f-4a07-a8cd-8e2821c71071&contextData=(sc.DocLink),FALSE,NA: ThomsonReuters
https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/onecase/?pdmfid=1201008&crid=fc9ac081-030d-428f-a18f-09184595b47d&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5SM9-G441-F1WF-M2G8-00000-00&pdcontentcomponentid=267708&pdteaserkey=cr2&pdicsfeatureid=1517127&pditab=allpods&ecomp=hctpk&earg=cr2&prid=3b8415b2-7479-4be0-a425-f59030f2e5b6,TRUE,https://jade.io/article/592896
https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/?pdmfid=1201008&crid=c50bb7ff-acb2-4654-958a-63d7fec84c23&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5PB3-H441-FFFC-B09G-00000-00&pdcontentcomponentid=267708&pdshepid=urn%3AcontentItem%3A5PB3-H441-FFFC-B09G-00000-00&pdteaserkey=sr0&pdicsfeatureid=1517127&pditab=allpods&ecomp=hwtpk&earg=sr0&prid=7a737290-5d59-41c4-a16b-618471f9cbbe,TRUE,https://jade.io/article/207164
https://advance-lexis-com.ezproxy-az.sclqld.org.au/search/?pdmfid=1201008&crid=e06bd632-11a9-493f-b4ce-07d8367f12df&pdsearchterms=standen+v+director+of+public+prosecutions+(dpp)+(cth)+—+(2011)+254+flr+467%3B+(2011)+218+a+crim+r+28%3B+%5B2011%5D+nswcca+187%3B+bc201106085&pdicsfeatureid=1517127&pdstartin=hlct%3A1%3A1&pdcaseshlctselectedbyuser=false&pdtypeofsearch=searchboxclick&pdsearchtype=SearchBox&pdqttype=and&pdpsf=his%3A1%3A1&pdquerytemplateid=&ecomp=g2dnk&earg=pdpsf&prid=7e6d9b01-3a0a-4015-8fd5-83a6e4d68cab,FALSE,NA: LexisNexis
https://1.next.westlaw.com/Link/Document/FullText?findType=g&serNum=1985031168&pubNum=4705&originatingDoc=I5A4A1440E42811DA8FC2A0F0355337E9&refType=UD&originationContext=document&transitionType=DocumentItem&contextData=(sc.UserEnteredCitation),FALSE,NA: ThomsonReuters
