page_no,preceding_text,link_text,link_destination,link_domain,is_jade_link,is_sublink
1,"417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch",(2000)114,https://anzlaw.thomsonreuters.com/Document/I34835ed088ab11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
1,"426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114","A Crim R 573,",https://anzlaw.thomsonreuters.com/Document/I34835ed088ab11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
1,"[2000]QCA 244; R v Hytch (2000)114 A Crim R 573,",575,https://jade.io/article/166708/section/140725,jade,TRUE,TRUE
1,"244; R v Hytch (2000)114 A Crim R 573, 575",[10];,https://jade.io/article/166708/section/140725,jade,TRUE,TRUE
1,cases of both the prosecution and the defence(R v RNS,[1999]NSWCCA 122)and,https://www.caselaw.nsw.gov.au/decision/549f9b7d3004262463b18074,nsw,FALSE,FALSE
2,them of the arguments of counsel (RPS v The Queen,(2000)199 CLR 620;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2000496633&pubNum=3586&originatingDoc=Idb17678087b311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=674c6d5109dd4a51b163430e877377de&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
2,the arguments of counsel (RPS v The Queen (2000)199 CLR,620; [2000]HCA 3)’.,https://anzlaw.thomsonreuters.com/Document/Idb17678087b311e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
2,and helpful. See also McGreevy v Director of Public Prosecutions,"[1973]1 WLR 276,",https://www.iclr.co.uk/document/1971002945/casereport_43533/html,iclr,FALSE,FALSE
2,"also McGreevy v Director of Public Prosecutions [1973]1 WLR 276,",281,https://jade.io/citation/2759931/section/140198,jade,TRUE,TRUE
2,have the attributes it should display. See R v Landy,"[1981]1 WLR 355,",https://www.iclr.co.uk/document/1981004518/casereport_75793/html,iclr,FALSE,FALSE
2,"it should display. See R v Landy [1981]1 WLR 355,",367;,https://jade.io/citation/2764448/section/140204,jade,TRUE,TRUE
2,"v Landy [1981]1 WLR 355, 367; Flesch v The Queen","(1986)7 NSWLR 554,",https://anzlaw.thomsonreuters.com/Document/If661a9d0881011e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters,FALSE,FALSE
2,"367; Flesch v The Queen (1986)7 NSWLR 554, particularly at","558,",https://jade.io/article/806595/section/140465,jade,TRUE,TRUE
2,to the significance of the evidence. See R v Sparrow,"[1973]1 WLR 488,",https://www.iclr.co.uk/document/1971004959/casereport_16268/html,iclr,FALSE,FALSE
2,"of the evidence. See R v Sparrow [1973]1 WLR 488,",495,https://jade.io/citation/2765095/section/140246,jade,TRUE,TRUE
2,proven guilty of a particular offence. See R v Mowatt,"[1968]1 QB 421,",https://www.iclr.co.uk/document/1961003961/casereport_53167/html,iclr,FALSE,FALSE
2,"a particular offence. See R v Mowatt [1968]1 QB 421,",426;,https://jade.io/citation/2700021/section/140006,jade,TRUE,TRUE
2,"particular offence. See R v Mowatt [1968]1 QB 421, 426;",[1967]EWCA Crim 1.,https://www.bailii.org/ew/cases/EWCA/Crim/1967/1.html,bailii,FALSE,FALSE
2,Ex parte Attorney-General (Qld) [1998]QCA 64; and R v Mogg,"(2000)112 A Crim R 417,",https://anzlaw.thomsonreuters.com/Document/I75a4a99088d411e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters,FALSE,FALSE
2,"64; and R v Mogg (2000)112 A Crim R 417,",430,https://jade.io/article/166653/section/4654,jade,TRUE,TRUE
2,"and R v Mogg (2000)112 A Crim R 417, 430",[71]-[72];,https://jade.io/article/166653/section/4654,jade,TRUE,TRUE
3,applied to the facts …’ See further R v Chai,"(2002)76 ALJR 628,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2002178223&pubNum=5147&originatingDoc=I6f4c1e9087b511e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=76acafcb7d4440a5bf6494b4d76093e4&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
3,"facts …’ See further R v Chai (2002)76 ALJR 628,",632,https://jade.io/article/68320/section/1035,jade,TRUE,TRUE
3,"…’ See further R v Chai (2002)76 ALJR 628, 632",[18];,https://jade.io/article/68320/section/1035,jade,TRUE,TRUE
3,"See further R v Chai (2002)76 ALJR 628, 632 [18];",[2002]HCA 12.,https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/12.pdf,hcourt,FALSE,FALSE
3,"ALJR 628, 632 [18]; [2002]HCA 12. In R v Ita","[2003]NSWCCA 174,",https://www.caselaw.nsw.gov.au/decision/549fa8ff3004262463b593e5,nsw,FALSE,FALSE
3,"In R v Ita [2003]NSWCCA 174, the Court remarked at",[90],https://jade.io/article/183676/section/1087,jade,TRUE,TRUE
3,McMurdo P described it this way in R v Mogg,"(2000)112 A Crim R 417,",https://anzlaw.thomsonreuters.com/Document/I75a4a99088d411e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters,FALSE,FALSE
3,"way in R v Mogg (2000)112 A Crim R 417,",427,https://jade.io/article/166653/section/788,jade,TRUE,TRUE
3,"in R v Mogg (2000)112 A Crim R 417, 427",[54];,https://jade.io/article/166653/section/788,jade,TRUE,TRUE
3,"Kirby, and Hayne JJ said in RPS v The Queen","(2000)199 CLR 620,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2000496633&pubNum=3586&originatingDoc=Idb17678087b311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=4481d45a3e6744b0b3b7d73a45be270a&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
3,"JJ said in RPS v The Queen (2000)199 CLR 620,",637;,https://jade.io/article/68197/section/140607,jade,TRUE,TRUE
3,"said in RPS v The Queen (2000)199 CLR 620, 637;",[2000]HCA 3,https://www.hcourt.gov.au/sites/default/files/eresources/2000/HCA/3.pdf,hcourt,FALSE,FALSE
5,"of the above points. From July 2023, a pamphlet entitled","‘Your Primary Responsibilities as a Juror’,",https://archive.sclqld.org.au/sclpub/supreme-and-district-courts-benchbook/your-responsibilities-as-a-juror.pdf,sclqld,FALSE,FALSE
9,the guilty plea as an admission (See R v Rogers,[2013]QCA 52,http://archive.sclqld.org.au/qjudgment/2013/QCA13-052.pdf,sclqld,FALSE,FALSE
13,46(3) of the Jury Act 1995 and R v MacGowan,[2014]QSC 277).,https://archive.sclqld.org.au/qjudgment/2014/QSC14-277.pdf,sclqld,FALSE,FALSE
15,"3738 7640, Level 10, QE II Courts of Law; or",MediaSDC@justice.qld.gov.au.,mailto:MediaSDC@justice.qld.gov.au,,FALSE,FALSE
16,following Queensland Court media resources available on the courts’ website:,https://www.courts.qld.gov.au/newsroom/contact-us/media.,https://www.courts.qld.gov.au/newsroom/contact-us/media,qld,FALSE,FALSE
16,filming outside the QEII Courts of Law: • Supreme Court,2014/08 –Electronic Devices in Courtrooms,https://www.courts.qld.gov.au/__data/assets/pdf_file/0004/225553/sc-pd-8of2014.pdf,qld,FALSE,FALSE
16,Supreme Court 2014/08 –Electronic Devices in Courtrooms • District Court,2014/10 –Electronic Devices in Courtrooms,https://www.courts.qld.gov.au/__data/assets/pdf_file/0005/295988/dc-pd-10of2014.pdf,qld,FALSE,FALSE
16,District Court 2014/10 –Electronic Devices in Courtrooms • Supreme Court,"2014/17 – Queen Elizabeth II Courts of Law Supreme Court, Brisbane",https://www.courts.qld.gov.au/__data/assets/pdf_file/0020/262271/sc-pd-17of2014.pdf,qld,FALSE,FALSE
16,"– Queen Elizabeth II Courts of Law Supreme Court, Brisbane",Accessways to Remain Clear,https://www.courts.qld.gov.au/__data/assets/pdf_file/0020/262271/sc-pd-17of2014.pdf,qld,FALSE,FALSE
16,Social Media Queensland Courts operate the following X(formerly Twitter)accounts: •,@SupremeCourtQLD,https://twitter.com/SupremeCourtQLD,twitter,FALSE,FALSE
16,X(formerly Twitter)accounts: • @SupremeCourtQLD — Supreme Court of Queensland •,@DistCourtQLD,https://twitter.com/DistCourtQLD,twitter,FALSE,FALSE
17,2 During the Trial •,@MagsCourtQLD,https://twitter.com/MagsCourtQLD,twitter,FALSE,FALSE
17,"by the PIO, in accordance with the courts’social media disclaimer:",h,https://www.courts.qld.gov.au/newsroom/social-media,qld,FALSE,FALSE
17,"the PIO, in accordance with the courts’social media disclaimer: h",ttps://www.courts.qld.gov.au/newsroom/social-media.,https://www.courts.qld.gov.au/newsroom/social-media,qld,FALSE,FALSE
17,v Nona [1997]2 Qd R 436 and R v Oulds,(2014)244 A Crim R 443;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2034293555&pubNum=5341&originatingDoc=Ied1a4f7088b611e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=aa73844045584bd7a2b47a665cf7dfa6&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
17,436 and R v Oulds (2014)244 A Crim R 443;,[2014]QCA 223.,https://archive.sclqld.org.au/qjudgment/2014/QCA14-223.pdf,sclqld,FALSE,FALSE
17,"The Queen [1986]2 Qd R 209, 211-212; R v Chin",(1985)157 CLR 671;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1985188578&pubNum=3586&originatingDoc=Icdf1c6f087a811e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=f109a25603e342d890ecb213cee2c101&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
17,"Qd R 209, 211-212; R v Chin (1985)157 CLR 671;",[1985]HCA 35;,https://jade.io/article/67199,jade,TRUE,TRUE
17,v Chin (1985)157 CLR 671; [1985]HCA 35; R v Soma,(2001)122 A Crim R 537;,https://anzlaw.thomsonreuters.com/Document/I2c813da088ac11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
17,[1985]HCA 35; R v Soma (2001)122 A Crim R 537;,[2001]QCA 263.,https://archive.sclqld.org.au/qjudgment/2001/QCA01-263.pdf,sclqld,FALSE,FALSE
18,whom Morrison JA and Atkinson J agreed)in R v Gathercole,"[2016]QCA 336,",https://archive.sclqld.org.au/qjudgment/2016/QCA16-336.pdf,sclqld,FALSE,FALSE
18,"JA and Atkinson J agreed)in R v Gathercole [2016]QCA 336,",[49]:,https://jade.io/article/508903/section/1625,jade,TRUE,TRUE
18,of a prosecutor is set out in R v Smith,"[2007]QCA 447,",https://archive.sclqld.org.au/qjudgment/2007/QCA07-447.pdf,sclqld,FALSE,FALSE
18,"prosecutor is set out in R v Smith [2007]QCA 447,",[38],https://jade.io/article/19155/section/1252,jade,TRUE,TRUE
18,"Wales Court of Criminal Appeal, in Livermore v The Queen",(2006)67 NSWLR 659;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2010492318&pubNum=5138&originatingDoc=If5d2e0e0881c11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=9bdb043d1f6a44899eec4fa0ecc22822&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
18,"Criminal Appeal, in Livermore v The Queen (2006)67 NSWLR 659;","[2006]NSWCCA 334,",https://www.caselaw.nsw.gov.au/decision/549fd5973004262463bf2289,nsw,FALSE,FALSE
18,"in Livermore v The Queen (2006)67 NSWLR 659; [2006]NSWCCA 334,","[31],",https://jade.io/article/2501/section/1017,jade,TRUE,TRUE
19,"Opinions In R v Callaghan [1994]2 Qd R 300, 306;","[1993]QCA 419,",https://archive.sclqld.org.au/qjudgment/1993/QCA93-419.pdf,sclqld,FALSE,FALSE
19,a contestant’. Intemperate or Inflammatory Language In R v Smith,"[2007]QCA 447,",https://archive.sclqld.org.au/qjudgment/2007/QCA07-447.pdf,sclqld,FALSE,FALSE
19,"Intemperate or Inflammatory Language In R v Smith [2007]QCA 447,","[39]-[40],",https://jade.io/article/19155/section/5033,jade,TRUE,TRUE
19,not ridicule an accused’s case. In Hughes v The Queen,(2015)93 NSWLR 474;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2037887687&pubNum=5138&originatingDoc=Ie0144310882211e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=60e78deedd2642c7afff214d7044ac73&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
19,accused’s case. In Hughes v The Queen (2015)93 NSWLR 474;,"[2015]NSWCCA 330,",https://www.caselaw.nsw.gov.au/decision/56737c8ee4b05f2c4f04a2e7,nsw,FALSE,FALSE
20,"address. In R v Lewis [1994]1 Qd R 613, 627;","[1992]QCA 223,",https://archive.sclqld.org.au/qjudgment/1992/QCA92-223.pdf,sclqld,FALSE,FALSE
20,Because of a Prosecutor’s Improper Final Address R v Smith,(2007)179 A Crim R 453;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2014539130&pubNum=5341&originatingDoc=I9f0edb2088b111e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=05662fc35e454afba26c7beab65ad12e&contextData=(sc.Default)&comp=wlau,thomsonreuters,FALSE,FALSE
20,Final Address R v Smith (2007)179 A Crim R 453;,[2007]QCA 447:,https://archive.sclqld.org.au/qjudgment/2007/QCA07-447.pdf,sclqld,FALSE,FALSE
20,"credit, amounted to a miscarriage of justice. R v Gathercole",[2016]QCA 336:,https://archive.sclqld.org.au/qjudgment/2016/QCA16-336.pdf,sclqld,FALSE,FALSE
21,to follow an impermissible path of reasoning’. R v PBC,[2019]QCA 28:,https://archive.sclqld.org.au/qjudgment/2019/QCA19-028.pdf,sclqld,FALSE,FALSE
22,a fair trial cannot be ensured (See R v Miller,[2007]QCA 373).,https://archive.sclqld.org.au/qjudgment/2007/QCA07-373.pdf,sclqld,FALSE,FALSE
22,(See R v Miller [2007]QCA 373). Discharging a Juror Section,33,https://jade.io/article/352986/section/553,jade,TRUE,TRUE
22,Miller [2007]QCA 373). Discharging a Juror Section 33 of the,Jury Act,https://jade.io/article/352986,jade,TRUE,TRUE
22,[2007]QCA 373). Discharging a Juror Section 33 of the Jury,Act 1995,https://jade.io/article/352986,jade,TRUE,TRUE
22,the Jury Act 1995. See also Smith v The Queen,(2015)255 CLR 161;,https://anzlaw.thomsonreuters.com/Document/Id648a9f087ca11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
22,1995. See also Smith v The Queen (2015)255 CLR 161;,"[2015]HCA 27,",https://www.hcourt.gov.au/sites/default/files/eresources/2015/HCA/27.pdf,hcourt,FALSE,FALSE
22,"also Smith v The Queen (2015)255 CLR 161; [2015]HCA 27,","[47],",https://jade.io/article/402565/section/777,jade,TRUE,TRUE
22,"Smith v The Queen (2015)255 CLR 161; [2015]HCA 27, [47],",[49].,https://jade.io/article/402565/section/1625,jade,TRUE,TRUE
22,does so in unmistakeable terms. See Wu v The Queen,"(1999)199 CLR 99,134[103];",https://anzlaw.thomsonreuters.com/Document/I7764aac087b011e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters,FALSE,FALSE
22,"unmistakeable terms. See Wu v The Queen (1999)199 CLR 99,134[103];","[1999]HCA 52,",https://www.hcourt.gov.au/sites/default/files/eresources/2025-10-30/HCA/Wu%20v%20The%20Queen%20%28S22-1999%29%20%5B1999%5D%20HCA%2052.pdf,hcourt,FALSE,FALSE
22,"See Wu v The Queen (1999)199 CLR 99,134[103]; [1999]HCA 52,",[103].,https://jade.io/article/68154/section/140961,jade,TRUE,TRUE
23,and remain on the court file (See R v Beattie,-2008,https://anzlaw.thomsonreuters.com/Document/I2eb9b9c088b211e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
23,remain on the court file (See R v Beattie (2008),188 A Crim R 542;,https://anzlaw.thomsonreuters.com/Document/I2eb9b9c088b211e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
23,disclosed in open court. See R v Millar (No 2),"[2013]QCA 29,",https://archive.sclqld.org.au/qjudgment/2013/QCA13-029.pdf,sclqld,FALSE,FALSE
23,"open court. See R v Millar (No 2) [2013]QCA 29,",[27].,https://jade.io/article/290755/section/140176,jade,TRUE,TRUE
27,2.2.1 Legislation [Last reviewed: May 2026] Jury Act 1995 (Qld),Section 51–Jury,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1995-042,qld,FALSE,FALSE
27,Section 51–Jury to be informed of charge in criminal trial,Section 69A–Inquiries,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1995-042,qld,FALSE,FALSE
27,[1997]2 Qd R 436). Opening Remarks In R v Oulds,(2014)244 A Crim R 443;,https://anzlaw.thomsonreuters.com/Document/Ied1aebb088b611e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
27,Remarks In R v Oulds (2014)244 A Crim R 443;,"[2014]QCA 223,",https://archive.sclqld.org.au/qjudgment/2014/QCA14-223.pdf,sclqld,FALSE,FALSE
28,"provide, then it should be given to them(R v Rope",[2010]QCA 194).,https://archive.sclqld.org.au/qjudgment/2010/QCA10-194.pdf,sclqld,FALSE,FALSE
28,a majority verdict direction is being contemplated(Smith v The Queen,(2015)255 CLR 161;,https://anzlaw.thomsonreuters.com/Document/Id648a9f087ca11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
28,direction is being contemplated(Smith v The Queen (2015)255 CLR 161;,"[2015]HCA 27,",https://www.hcourt.gov.au/sites/default/files/eresources/2015/HCA/27.pdf,hcourt,FALSE,FALSE
28,"being contemplated(Smith v The Queen (2015)255 CLR 161; [2015]HCA 27,","[35],",https://jade.io/article/402565/section/140690,jade,TRUE,TRUE
28,"contemplated(Smith v The Queen (2015)255 CLR 161; [2015]HCA 27, [35],","[42],",https://jade.io/article/402565/section/140755,jade,TRUE,TRUE
28,"v The Queen (2015)255 CLR 161; [2015]HCA 27, [35], [42],","[45],",https://jade.io/article/402565/section/140602,jade,TRUE,TRUE
28,"The Queen (2015)255 CLR 161; [2015]HCA 27, [35], [42], [45],","[53],",https://jade.io/article/402565/section/140574,jade,TRUE,TRUE
28,"Queen (2015)255 CLR 161; [2015]HCA 27, [35], [42], [45], [53],","[54],",https://jade.io/article/402565/section/788,jade,TRUE,TRUE
28,"(2015)255 CLR 161; [2015]HCA 27, [35], [42], [45], [53], [54],",[58]).,https://jade.io/article/402565/section/140806,jade,TRUE,TRUE
28,approach of the majority was approved in R v Lyall,[2016]QCA 350,https://archive.sclqld.org.au/qjudgment/2016/QCA16-350.pdf,sclqld,FALSE,FALSE
28,approved in R v Lyall [2016]QCA 350 (McMurdo JA at,"[94]-[96],",https://jade.io/article/510362/section/140853,jade,TRUE,TRUE
29,responsibility of jurors for their own conduct (R v Thompson,[2011]1 WLR 200;,https://www.iclr.co.uk/document/2011000367/casereport_44023/html,iclr,FALSE,FALSE
29,for their own conduct (R v Thompson [2011]1 WLR 200;,[2010]EWCA Crim 1623).,https://www.bailii.org/ew/cases/EWCA/Crim/2010/1623.html,bailii,FALSE,FALSE
30,evidence in the respective cases. (The specimen opening remarks(please see,2.2.4 Appendix),rosetta://link/ch_judge_opening_remarks/appendix,link,FALSE,FALSE
30,the trial and in the summing up (R v Bellino,"(1992) 59 A Crim R 322,",https://anzlaw.thomsonreuters.com/Document/I082af8b088a711e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
30,"up (R v Bellino (1992) 59 A Crim R 322,",343;,https://jade.io/article/205190/section/139926,jade,TRUE,TRUE
30,"(1992) 59 A Crim R 322, 343; R v Glennon","(1992) 173 CLR 592,",https://anzlaw.thomsonreuters.com/Document/If368d01087ab11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
30,"R 322, 343; R v Glennon (1992) 173 CLR 592,","603-604,",https://jade.io/article/67675/section/3208,jade,TRUE,TRUE
30,"322, 343; R v Glennon (1992) 173 CLR 592, 603-604,","616,",https://jade.io/article/67675/section/140439,jade,TRUE,TRUE
30,"343; R v Glennon (1992) 173 CLR 592, 603-604, 616,",624;,https://jade.io/article/67675/section/140219,jade,TRUE,TRUE
30,"R v Glennon (1992) 173 CLR 592, 603-604, 616, 624;",[1992] HCA,https://jade.io/article/67675,jade,TRUE,TRUE
30,"Glennon (1992) 173 CLR 592, 603-604, 616, 624; [1992] HCA",16)).,https://jade.io/article/67675,jade,TRUE,TRUE
35,issues or refer back to the pamphlet referred to in,Benchbook Chapter 2.1—‘your,rosetta://link/ch_trial_procedure/pamphlet,link,FALSE,FALSE
35,back to the pamphlet referred to in Benchbook Chapter 2.1—‘your,responsibilities as a Juror’—along,rosetta://link/ch_trial_procedure/pamphlet,link,FALSE,FALSE
39,reliability of the evidence that they are giving(R v Taylor,"[2017]QCA 169,",https://archive.sclqld.org.au/qjudgment/2017/QCA17-169.pdf,sclqld,FALSE,FALSE
39,"the evidence that they are giving(R v Taylor [2017]QCA 169,",[16]).,https://jade.io/article/543834/section/140124,jade,TRUE,TRUE
39,"Tichowitsch [2007]2 Qd R 462, 469 [11]; R v Taylor",[2017],https://archive.sclqld.org.au/qjudgment/2017/QCA17-169.pdf,sclqld,FALSE,FALSE
39,"[2007]2 Qd R 462, 469 [11]; R v Taylor [2017]","QCA 169,",https://archive.sclqld.org.au/qjudgment/2017/QCA17-169.pdf,sclqld,FALSE,FALSE
39,"R 462, 469 [11]; R v Taylor [2017] QCA 169,",[16].,https://jade.io/article/543834/section/140124,jade,TRUE,TRUE
39,"v Taylor [2017] QCA 169, [16]. Cf R v LAK","[2018]QCA 30,",https://archive.sclqld.org.au/qjudgment/2018/QCA18-030.pdf,sclqld,FALSE,FALSE
39,"[2017] QCA 169, [16]. Cf R v LAK [2018]QCA 30,",[35]).,https://jade.io/article/573709/section/140690,jade,TRUE,TRUE
