page_no,link_text,link_destination,link_domain
96,"[2007]QCA 259,",https://www.queenslandjudgments.com.au/caselaw/qca/2007/259,queenslandjudgments
96,"[2018]QSC 283,",https://archive.sclqld.org.au/qjudgment/2018/QSC18-283.pdf,sclqld
96,"[2018]QSC 283,",https://archive.sclqld.org.au/qjudgment/2018/QSC18-283.pdf,sclqld
96,"[18],",https://jade.io/article/622777/section/1035,jade
96,[2014]QCA 349).,https://archive.sclqld.org.au/qjudgment/2014/QCA14-349.pdf,sclqld
96,93A,https://jade.io/article/353262/section/12479,jade
96,Evidence Act 1977,https://jade.io/article/353262,jade
96,1977 (Qld),https://jade.io/article/353262,jade
96,[1999]2 Qd R 283;,https://www.queenslandjudgments.com.au/case-download/id/506695,queenslandjudgments
96,"[2023]QCA 154,",https://www.queenslandjudgments.com.au/caselaw/qca/2023/154/pdf,queenslandjudgments
96,[114],https://jade.io/article/1040243/section/1642,jade
97,21A,https://jade.io/article/353262/section/234,jade
97,21AK,https://jade.io/article/353262/section/19598,jade
97,Evidence Act 1977,https://jade.io/article/353262,jade
97,(2007)232 CLR 208;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2014266713&pubNum=3586&originatingDoc=I7932aba087be11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=590ca70153a8429f925ef5fcab871295&contextData=(sc.Default)&comp=wlau,thomsonreuters
97,[2007]HCA 55,https://www.hcourt.gov.au/sites/default/files/eresources/2007/HCA/55.pdf,hcourt
97,"[3],",https://jade.io/article/18380/section/140887,jade
97,[93]-[94]).,https://jade.io/article/18380/section/4714,jade
97,[93]-[94]).,https://jade.io/article/18380/section/4714,jade
97,[93]-[94]).,https://jade.io/article/18380/section/4714,jade
98,"Chapter 11, Part 2",https://www.legislation.qld.gov.au/view/html/inforce/current/sl-1999-0112,qld
98,Schedule 5A–Code,https://www.legislation.qld.gov.au/view/html/inforce/current/sl-1999-0112,qld
98,Section 131A–Court,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047,qld
98,Youth Justice Act 1992 (Qld),https://jade.io/article/345852,jade
98,(Qld),https://jade.io/article/345852,jade
98,Section 72–Explanation,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1992-044,qld
98,Section 158–Children,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1992-044,qld
98,Domestic and Family Violence Protection Act 2012 (Qld),https://jade.io/article/286296,jade
98,(Qld),https://jade.io/article/286296,jade
98,Section 84–Court,https://www.legislation.qld.gov.au/view/html/inforce/current/act-2012-005,qld
98,Mental Health Act 2016 (Qld),https://jade.io/article/449767,jade
98,(Qld),https://jade.io/article/449767,jade
98,Section 5–Principles,https://www.legislation.qld.gov.au/view/html/inforce/current/act-2016-005,qld
98,Oaths Act,https://jade.io/article/353373,jade
98,Act 1867,https://jade.io/article/353373,jade
98,1867,https://jade.io/article/353373,jade
98,1867 (Qld),https://jade.io/article/353373,jade
98,Section 27–Interpreters’,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1867-012,qld
98,Section 28–Interpreters’,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1867-012,qld
98,Section 29–Interpreters’,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1867-012,qld
98,Section 30–Where,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1867-012,qld
98,JCCD Standards).,https://jccd.org.au/wp-content/uploads/2021/06/JCCD-Interpreter-Standards.pdf,jccd
98,second,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd
98,edition,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd
98,Uniform Civil Procedure Rules 1999 (Qld)(commencing,https://jade.io/article/413497,jade
98,(Qld)(commencing,https://jade.io/article/413497,jade
99,131A,https://jade.io/article/353262/section/32117,jade
99,Evidence Act 1977,https://jade.io/article/353262,jade
99,(1998)194,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1998447472&pubNum=3586&originatingDoc=Ibffb63b087af11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=cd7794790d9d4417a30cac51e8fc6e2b&contextData=(sc.Default)&comp=wlau,thomsonreuters
99,"CLR 444,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1998447472&pubNum=3586&originatingDoc=Ibffb63b087af11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=cd7794790d9d4417a30cac51e8fc6e2b&contextData=(sc.Default)&comp=wlau,thomsonreuters
99,454,https://jade.io/article/68087/section/1829,jade
99,[26]-[27];,https://jade.io/article/68087/section/1829,jade
99,[1998]HCA 62).,https://jade.io/article/68087,jade
99,(1987)25 A,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1987319301&pubNum=5341&originatingDoc=Icdf27f0088c011e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=2c37209605db49b1a0a9673c890566c2&contextData=(sc.Default)&comp=wlau,thomsonreuters
99,Crim R 433).,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1987319301&pubNum=5341&originatingDoc=Icdf27f0088c011e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=2c37209605db49b1a0a9673c890566c2&contextData=(sc.Default)&comp=wlau,thomsonreuters
99,[2020]QCA 64.,https://www.queenslandjudgments.com.au/caselaw/qca/2020/64,queenslandjudgments
99,72,https://jade.io/article/345852/section/146,jade
99,158,https://jade.io/article/345852/section/8900,jade
99,"Youth Justice Act 1992,",https://jade.io/article/345852,jade
99,84,https://jade.io/article/345852/section/1454,jade
99,"Domestic and Family Violence Protection Act 2012,",https://jade.io/article/286296,jade
99,Mental Health Act 2016.,https://jade.io/article/449767,jade
99,JCCD Standards,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd
99,(2nd ed),https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd
99,Supreme Court Practice Direction 4 of 2024.,https://www.courts.qld.gov.au/__data/assets/pdf_file/0004/789223/scpd-04-of-2024.pdf,qld
99,JCCD Standards(2nd ed)(at,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd
100,JCCD Standards(2nd ed),https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd
100,"(2021)273 CLR 177,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2053433884&pubNum=3586&originatingDoc=Ia4ca94609cb711eba9fac17add43d3d9&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=81b915bf8ce64bb88b837736f2604685&contextData=(sc.Default)&comp=wlau,thomsonreuters
100,186,https://jade.io/article/802223/section/3048,jade
100,[4]-[5];,https://jade.io/article/802223/section/3048,jade
100,"[2021]HCA 12,",https://www.hcourt.gov.au/sites/default/files/eresources/2021/HCA/12.pdf,hcourt
100,[4]-[5].,https://jade.io/article/802223/section/3048,jade
100,JCCD Standards(2nd ed),https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd
100,JCCD Standards(2nd ed)(for,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd
101,brochure for information about this trial.,https://archive.sclqld.org.au/sclpub/supreme-and-district-courts-benchbook/trial-of-technical-solution-for-in-court-interpreters.pdf,sclqld
101,Form to hire the equipment if it is not available,https://aus01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdjag.service-now.com%2Fsp%3Fid%3Dsc_cat_item%26sys_id%3D1cd810ee1b9235107632fe231d4bcb58&data=05%7C02%7Cjustice.muir%40courts.qld.gov.au%7C306a40348f8c4c453ccb08dcd1fef444%7C583ea622975d4befa1d0d1f9c139f8b3%7C0%7C0%7C638616140147613856%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=neQASD%2B1EUfgqWu0L6kPgKjloy7top%2FnQsocUEhCvDo%3D&reserved=0,outlook
101,"Information on the equipment, process and sites",https://aus01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdjag.service-now.com%2Fsp%3Fid%3Dkb_article%26sys_id%3D74d2a721476cda904b7e9f7f016d43bc&data=05%7C02%7Cjustice.muir%40courts.qld.gov.au%7C306a40348f8c4c453ccb08dcd1fef444%7C583ea622975d4befa1d0d1f9c139f8b3%7C0%7C0%7C638616140147618432%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=GwMrsLGGtGCrf%2BdRsIGqjdTk%2Ffr2g6H0PkmhEYXvLYM%3D&reserved=0,outlook
101,General interpreter hub page,https://intranet.justice.govnet.qld.gov.au/divisions-and-branches/courts-tribunals/queensland-courts-services/interpreters-hub,qld
101,JCCD Standards(2nd ed).,https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd
102,Aboriginal people,https://www.judcom.nsw.gov.au/publications/benchbks/equality/section02.html,nsw
102,"sample jury directions, see[2.3.7];",https://www.judcom.nsw.gov.au/publications/benchbks/equality/section02.html,nsw
102,People from culturally,https://www.judcom.nsw.gov.au/publications/benchbks/equality/section03.html,nsw
102,and linguistically diverse backgrounds[3.1]-[3.5]and,https://www.judcom.nsw.gov.au/publications/benchbks/equality/section03.html,nsw
102,"sample jury directions, see[3.3.7];",https://www.judcom.nsw.gov.au/publications/benchbks/equality/section03.html,nsw
103,Witnesses–Cultural and,https://www.judcom.nsw.gov.au/publications/benchbks/criminal/witnesses_cultural_linguistic_factors.html,nsw
103,linguistic factors,https://www.judcom.nsw.gov.au/publications/benchbks/criminal/witnesses_cultural_linguistic_factors.html,nsw
103,Aboriginal Benchbook for Western Australia Courts,https://aija.org.au/wp-content/uploads/2017/07/Aboriginal-Benchbook-for-WA-Courts-2nd-Ed.pdf,aija
103,sections 5.3 and 5.4);,https://aija.org.au/wp-content/uploads/2017/07/Aboriginal-Benchbook-for-WA-Courts-2nd-Ed.pdf,aija
103,"Supreme Court of Queensland, Equal Treatment Benchbook(2nd edition)–has",https://media.sclqld.org.au/documents/resources/etbb.pdf,sclqld
103,Chapter 1:,https://www.supremecourt.wa.gov.au/_files/Equal_Justice_Bench_Book.pdf,wa
103,Equal Justice;,https://www.supremecourt.wa.gov.au/_files/Equal_Justice_Bench_Book.pdf,wa
103,Chapter,https://www.supremecourt.wa.gov.au/_files/Equal_Justice_Bench_Book.pdf,wa
106,JCCD Standards(2nd ed),https://jccd.org.au/wp-content/uploads/2022/05/JCDD-Recommended-National-Standards-for-Working-with-Interpreters-in-Courts-and-Tribunals-second-edition.pdf,jccd
108,39,https://jade.io/article/353373/section/1978,jade
108,40,https://jade.io/article/353373/section/7,jade
108,Oaths Act 1867).,https://jade.io/article/353373,jade
110,Section 52–Inspections,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1995-042,qld
110,Jury Act,https://jade.io/article/352986,jade
110,Act 1995,https://jade.io/article/352986,jade
110,1995,https://jade.io/article/352986,jade
110,[1956]QWN 45;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1956050756&pubNum=5142&originatingDoc=Iea57bdf088bf11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=06853e1a25444c6aae9a0f86c05684ca&contextData=(sc.Default)&comp=wlau,thomsonreuters
110,[1974]VR 398;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1974157656&pubNum=4888&originatingDoc=I259ffee0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=518bd2ffa94945babb00005e693027e8&contextData=(sc.Default)&comp=wlau,thomsonreuters
110,[1979]VR 615;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1979090218&pubNum=4888&originatingDoc=Ieab332b0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=59fb9796beba40eba4edad69fe7be1a3&contextData=(sc.Default)&comp=wlau,thomsonreuters
110,"(1992)29 NSWLR 29,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1992357936&pubNum=5138&originatingDoc=If1cad4e0881611e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=6ef14b38cf7b4c3fb616fef9db191c96&contextData=(sc.Default)&comp=wlau,thomsonreuters
110,34;,https://jade.io/article/806575/section/140398,jade
110,[1972]3 SASR 130).,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1972095773&pubNum=4840&originatingDoc=I0b3ea0b088fc11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=3aa512d0a71a435ba9fa68d39087a34e&contextData=(sc.Default)&comp=wlau,thomsonreuters
110,"[1979]VR 615,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1979090218&pubNum=4888&originatingDoc=Ieab332b0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=59fb9796beba40eba4edad69fe7be1a3&contextData=(sc.Default)&comp=wlau,thomsonreuters
110,"[1974]VR 398,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1974157656&pubNum=4888&originatingDoc=I259ffee0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=518bd2ffa94945babb00005e693027e8&contextData=(sc.Default)&comp=wlahttps://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1974157656&pubNum=4888&originatingDoc=I259ffee0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=518bd2ffa94945babb00005e693027e8&contextData=(sc.Default)&comp=wlau,thomsonreuters
110,421).,https://jade.io/article/538325/section/140187,jade
110,"[1979]VR 615,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1979090218&pubNum=4888&originatingDoc=Ieab332b0893311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=59fb9796beba40eba4edad69fe7be1a3&contextData=(sc.Default)&comp=wlau,thomsonreuters
110,"631,",https://jade.io/article/537959/section/141027,jade
110,(1981)147 CLR 221;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1981173396&pubNum=3586&originatingDoc=I1e7914e087a711e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=54c51416a56c425a8d2f7f7f8a8a7d84&contextData=(sc.Default)&comp=wlau,thomsonreuters
110,[1981]HCA 19.,https://jade.io/article/66901,jade
110,631:,https://jade.io/article/66901/section/141027,jade
111,(1928)28,https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/nsw/NSWStRp/1928/9.html,austlii
111,SR (NSW)345).,https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/nsw/NSWStRp/1928/9.html,austlii
111,(1954)91 CLR 300;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1954016783&pubNum=3586&originatingDoc=I1642da70879f11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=8b9ff3624ff9437481383360d6100be3&contextData=(sc.Default)&comp=wlau,thomsonreuters
111,[1954]HCA 14.,https://jade.io/article/64967,jade
111,"[2019]VSCA 225,[82]).",https://jade.io/article/669810,jade
111,[1956]AC 256).,https://www.iclr.co.uk/document/1950030987/casereport_84136/html,iclr
111,(1944)61 WN(NSW)134).,https://anzlaw.thomsonreuters.com/Document/I169c9e50880f11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
111,"[2011]2 Qd R 435,",https://www.queenslandjudgments.com.au/case/id/507234,queenslandjudgments
111,446).,https://jade.io/article/253344/section/140330,jade
111,[1992]Crim LR 888;,https://plus.lexis.com/apac/search/?pdmfid=1539278&crid=c792c7e4-1ea1-49fd-bdf2-d9a45b01c325&pdsearchterms=r%20v%20ely%20justices;%20ex%20parte%20burgess%20%E2%80%94%20%5B1993%5D%20cod%2021;%20%5B1992%5D%20crim%20lr%20888&pdtypeofsearch=searchboxclick&pdsearchtype=SearchBox&pdstartin=hlct:1:0&pdpsf=&pdqttype=and&pdquerytemplateid=&ecomp=c5cck&earg=pdsf&prid=67e32c3b-af69-430e-8c8d-daf2c9446653,lexis
111,"(1992)29 NSWLR 29,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1992357936&pubNum=5138&originatingDoc=If1cad4e0881611e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=40f7d16776d74e58ab72955e30edfa9e&contextData=(sc.Default)&comp=wlau,thomsonreuters
111,35-37;,https://jade.io/article/806575/section/21814,jade
111,(1968)52 Cr App R 163;,https://www.iclr.co.uk/document/1961003884/casereport_47981/html,iclr
111,(1968)52 Cr App R 218;,https://www.iclr.co.uk/document/1961003974/casereport_26247/html,iclr
111,(1961)105 CLR,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1961017812&pubNum=3586&originatingDoc=I5323a71087a111e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=595cbff8e4c44e089be2d035c55f233f&contextData=(sc.Default)&comp=wlau,thomsonreuters
111,532;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1961017812&pubNum=3586&originatingDoc=I5323a71087a111e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=595cbff8e4c44e089be2d035c55f233f&contextData=(sc.Default)&comp=wlau,thomsonreuters
111,[1961]HCA 54;,https://jade.io/article/65568,jade
111,(1979)21 SASR 596).,https://anzlaw.thomsonreuters.com/Document/I897f303088f111e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
112,(1954)91 CLR 300;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1954016783&pubNum=3586&originatingDoc=I1642da70879f11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=2f62c6e6ea8646ef954c57ea259105d7&contextData=(sc.Default)&comp=wlau,thomsonreuters
112,[1954],https://jade.io/article/64967,jade
112,HCA 14,https://jade.io/article/64967,jade
112,"(2007)235 CLR 521,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2014335232&pubNum=3586&originatingDoc=I9bb87b926c1211e88bc7d893198c00f1&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=686745d7334941a881edc57225dcbe5f&contextData=(sc.DocLink)&comp=wlau,thomsonreuters
112,573-574,https://jade.io/article/18712/section/9280,jade
112,[191]-[193];,https://jade.io/article/18712/section/9280,jade
112,[2007]HCA,https://www.hcourt.gov.au/sites/default/files/eresources/2007/HCA/59.pdf,hcourt
112,"59,",https://www.hcourt.gov.au/sites/default/files/eresources/2007/HCA/59.pdf,hcourt
112,[191]-[193];,https://jade.io/article/18712/section/9280,jade
112,"[1962]2 QB 245,",https://www.iclr.co.uk/document/1961004016/casereport_61548/html,iclr
112,257).,https://jade.io/citation/2700419/section/141008,jade
112,(1981)147 CLR 221;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1981173396&pubNum=3586&originatingDoc=I1e7914e087a711e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=47305ad6a9304191aa2707d72762a8eb&contextData=(sc.Default)&comp=wlau,thomsonreuters
112,[1981]HCA 19).,https://jade.io/article/66901,jade
112,"[2018]QCA 272,",https://www.queenslandjudgments.com.au/caselaw/qca/2018/272,queenslandjudgments
119,"[2010]QCA 372,",http://archive.sclqld.org.au/qjudgment/2010/QCA10-372.pdf,sclqld
119,[324]).,https://jade.io/article/207346/section/23555,jade
119,(2000)206 CLR 161;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2000502276&pubNum=3586&originatingDoc=Iab14d270a4c211e9bf2e892031bbe848&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=809b5e0f4ed54d7ebcd323c4132bf3a7&contextData=(sc.Default)&comp=wlau,thomsonreuters
119,"[2000]HCA 60,",https://www.hcourt.gov.au/sites/default/files/eresources/2000/HCA/60.pdf,hcourt
119,"[39]-[40],",https://jade.io/article/68230/section/5033,jade
119,"[125]-[126],",https://jade.io/article/68230/section/4862,jade
119,[142]).,https://jade.io/article/68230/section/2618,jade
119,"(2001)205 CLR 50,",https://anzlaw.thomsonreuters.com/Document/Iee73ce3087b411e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters
119,69-70,https://jade.io/article/68257/section/2010,jade
119,[49]-[50];,https://jade.io/article/68257/section/2010,jade
119,[2001]HCA 25).,https://jade.io/article/68257,jade
119,(2000)199 CLR 620;,https://anzlaw.thomsonreuters.com/Document/Idb19b17087b311e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
119,"[2000]HCA 3,",https://jade.io/article/68197,jade
119,[42]).,https://jade.io/article/68197/section/140755,jade
119,"(2019)264 CLR 307,",https://anzlaw.thomsonreuters.com/Document/Ib145225004d311ea9baa96370827cab3/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
119,323,https://jade.io/article/634253/section/433,jade
119,[46];,https://jade.io/article/634253/section/433,jade
119,[2019]HCA 5).,https://jade.io/article/634253,jade
119,LBG [2024] QCA 205,https://archive.sclqld.org.au/qjudgment/2024/QCA24-205.pdf,sclqld
122,"[2013]QCA 91,",http://archive.sclqld.org.au/qjudgment/2013/QCA13-091.pdf,sclqld
122,[19]-[21])).,https://jade.io/article/293993/section/6696,jade
123,129(1)(c),https://jade.io/article/366403/section/19879,jade
123,Drugs Misuse Act 1986.,https://jade.io/article/366403,jade
126,"(2005)227 CLR 166,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2006843388&pubNum=3586&originatingDoc=Ia55d130087b911e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=8d49c38ef3c64b11961ec20181c49954&contextData=(sc.Default)&comp=wlau,thomsonreuters
126,196-197,https://jade.io/article/309/section/2374,jade
126,[77]-[80];,https://jade.io/article/309/section/2374,jade
126,"[2005]HCA 34,",https://jade.io/article/309,jade
126,[77]-[80];,https://jade.io/article/309/section/2374,jade
126,"[2014]QCA 5,",http://archive.sclqld.org.au/qjudgment/2014/QCA14-005.pdf,sclqld
126,"[9],",https://jade.io/article/313541/section/8,jade
126,[86]-[89])).,https://jade.io/article/313541/section/3092,jade
126,"(1986) 161 CLR 158,",https://anzlaw.thomsonreuters.com/Document/I53bdf1a087a911e8aca5bab3c9b3f468/View/FullText.html?transitionType=UniqueDocItem&contextData=(sc.Default)&userEnteredCitation=161+CLR+158&comp=wlau,thomsonreuters
126,"161-162,",https://jade.io/article/67328/section/2280,jade
126,169;,https://jade.io/article/67328/section/139952,jade
126,[1986],https://jade.io/article/67328,jade
126,HCA 76;,https://jade.io/article/67328,jade
126,"(1988)52 SASR 186,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1988282967&pubNum=4840&originatingDoc=Ib599aa5088f211e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=0ccfa02288764f0f9db8f06c6bf60ee5&contextData=(sc.Default)&comp=wlau,thomsonreuters
126,195-197;,https://jade.io/citation/2709788/section/140435,jade
126,"(1994)179 CLR 500,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1994389344&pubNum=3586&originatingDoc=Ib9fed35087ac11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=c448be6c184e4f73945eada25b218a79&contextData=(sc.Default)&comp=wlau,thomsonreuters
126,517;,https://jade.io/article/67831/section/140498,jade
126,[1994]HCA 28).,https://jade.io/article/67831,jade
126,(2015)255 CLR 161;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?refType=U2&serNum=2036816414&pubNum=0003586&originationContext=document&transitionType=DocumentItem&ppcid=34d5567350cd4ca788baf9226af2452e&contextData=(sc.Search)&comp=wlau,thomsonreuters
126,"[2015]HCA 27,",https://jade.io/article/402565,jade
126,"[32],",https://jade.io/article/402565/section/260,jade
126,[53]).,https://jade.io/article/402565/section/140574,jade
129,(2017)262 CLR 402;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2042583122&pubNum=3586&originatingDoc=I1197968087ce11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=8e2972cd12224e3b85e253d8c059c579&contextData=(sc.Default)&comp=wlau,thomsonreuters
129,"[2017]HCA 36,",https://www.hcourt.gov.au/sites/default/files/eresources/2017/HCA/36.pdf,hcourt
129,[41]:,https://jade.io/article/547503/section/140829,jade
129,Victorian Criminal Charge Book,http://www.judicialcollege.vic.edu.au/eManuals/CCB/index.htm,vic
129,1.7.2.,https://jade.io/article/1053858/section/1390961,jade
129,1.7.2.,https://jade.io/article/1053858/section/1390961,jade
129,1.7.2.,https://jade.io/article/1053858/section/1390961,jade
129,Criminal Trial Courts Bench Book,https://www.judcom.nsw.gov.au/publications/benchbks/criminal/index.html,nsw
129,(2002) 130 A Crim,https://anzlaw.thomsonreuters.com/Document/I4f1fe390881911e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
129,"R 545,",https://anzlaw.thomsonreuters.com/Document/I4f1fe390881911e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
129,547-548,https://jade.io/article/137318/section/140827,jade
129,547-548,https://jade.io/article/137318/section/140827,jade
129,[15],https://jade.io/article/137318/section/140827,jade
129,562,https://jade.io/article/137318/section/140799,jade
129,"[66],",https://jade.io/article/137318/section/140799,jade
129,[67]);,https://jade.io/article/137318/section/1739,jade
129,"[2013] NSWCCA 46,",https://jade.io/article/290701,jade
131,Section 568–Cases,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld
131,Section 575–Offences,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld
131,Section 575A–Evidence,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld
131,Section 576–Indictment,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld
